Customer,Contract ,Item Code,Item Name,Unit of Measure (UoM),Rate,Item Description,Xero Account

Lend Lease,Lend Lease - ODM,CP-02-04-01/01-01,Joint sealing maintenance task (add Dexbond 10B Sealant),Per existing copper joint," $	37.72 ",Joint sealing maintenance task (add Dexbond 10B Sealant),45403

Lend Lease,Lend Lease - ODM,CP-02-04-02/01-01,"Replace joint lid, clamp, or Support Bar   (HSOJ or Dexgreen Joint)",Per existing copper joint," $	18.86 ","Replace joint lid, clamp, or Support Bar   (HSOJ or Dexgreen Joint)",45403

Lend Lease,Lend Lease - ODM,CP-02-04-03/01-01,Replace or install 2-5pr Snap Enclosure,Per existing copper joint," $	25.87 ",Replace or install 2-5pr Snap Enclosure,45403

Lend Lease,Lend Lease - ODM,CP-02-04-04/01-01,Replace or install 10pr Snap Enclosure,Per existing copper joint," $	42.43 ",Replace or install 10pr Snap Enclosure,45403

Lend Lease,Lend Lease - ODM,CP-02-04-05/01-01,Replace connectors in an openable joint,Per existing copper joint," $	28.29 ",Replace connectors in an openable joint,45403

Lend Lease,Lend Lease - ODM,CP-02-04-06/01-01,Replace Bandit Strap,Per existing copper joint," $	30.24 ",Replace Bandit Strap,45403

Lend Lease,Lend Lease - ODM,CP-03-01-01/01-01,Removal of a pair gain system,Per pair gain system," $	252.27 ",Removal of a pair gain system,45403

Lend Lease,Lend Lease - ODM,CP-03-01-02/01-01,Migration of an existing service from a pair gain system to a dedicated copper circuit,Per existing service," $	130.37 ",Migration of an existing service from a pair gain system to a dedicated copper circuit,45403

Lend Lease,Lend Lease - ODM,CP-03-01-03/01-01,Single service active migration in a CSD including service jumpering in the pillar,Per service," $	77.48 ",Single service active migration in a CSD including service jumpering in the pillar,45403

Lend Lease,Lend Lease - ODM,CP-03-01-04/01-01,Removal of existing line conditioning equipment,Per existing line conditioning equipment," $	150.52 ",Removal of existing line conditioning equipment,45403

Lend Lease,Lend Lease - ODM,CP-03-01-05/01-01,Removal of an existing bridge tap,Per existing bridge tap," $	141.19 ",Removal of an existing bridge tap,45403

Lend Lease,Lend Lease - ODM,CP-03-01-06/01-01,Install earth bonding cable between cable sections,Per linear metre," $	7.27 ",Install earth bonding cable between cable sections,45403

Lend Lease,Lend Lease - ODM,CP-03-01-10/01-01,Multiple services pre-validation for migration at any location,Per existing service," $	42.84 ",Multiple services pre-validation for migration at any location,45403

Lend Lease,Lend Lease - ODM,CP-05-01-01/01-01,Installation of service jumpering in an Exchange,Per Service," $	67.78 ",Installation of service jumpering in an Exchange,45403

Lend Lease,Lend Lease - ODM,CP-05-01-02/01-01,Existing service transfer jumpering in an MDF and termination end point,Per existing service," $	73.55 ",Existing service transfer jumpering in an MDF and termination end point,45403

Lend Lease,Lend Lease - ODM,CP-05-02-01/01-01,Installation of service jumpering in a cross connect unit for the first service jumpered,Per Service," $	8.69 ",Installation of service jumpering in a cross connect unit for the first service jumpered,45403

Lend Lease,Lend Lease - ODM,CP-05-02-02/01-01,Extra over service Jumpering in a cross connect unit,Per Service," $	8.69 ",Extra over service Jumpering in a cross connect unit,45403

Lend Lease,Lend Lease - ODM,CW-01-01-01/01-01,Supply and install underground pipe with an internal diameter of more than 25mm and equal to or less than 50mm by any means in other than Rock,Per linear metre," $	40.76 ",Supply and install underground pipe with an internal diameter of more than 25mm and equal to or less than 50mm by any means in other than Rock,45403

Lend Lease,Lend Lease - ODM,CW-01-01-02/01-01,Supply and install underground pipe with an internal diameter of greater than 50mm by any means in other than Rock,Per linear metre," $	47.06 ",Supply and install underground pipe with an internal diameter of greater than 50mm by any means in other than Rock,45403

Lend Lease,Lend Lease - ODM,CW-01-01-03/01-01,Extra over for supply and install an additional underground pipe in an existing trench with an internal diameter of greater than 25mm,Per linear metre," $	11.01 ",Extra over for supply and install an additional underground pipe in an existing trench with an internal diameter of greater than 25mm,45403

Lend Lease,Lend Lease - ODM,CW-01-01-04/01-01,Extra over for supply and install an additional underground pipe by boring technique with an internal diameter of greater than 25mm,Per linear metre," $	47.24 ",Extra over for supply and install an additional underground pipe by boring technique with an internal diameter of greater than 25mm,45403

Lend Lease,Lend Lease - ODM,CW-01-01-05/01-01,Supply and install riser on pole or building,Per riser," $	129.23 ",Supply and install riser on pole or building,45403

Lend Lease,Lend Lease - ODM,CW-01-02-01/01-01,Extra over rate for the supply and install of pipe in Rock by any means,Per linear metre," $	159.02 ",Extra over rate for the supply and install of pipe in Rock by any means,45403

Lend Lease,Lend Lease - ODM,CW-02-01-01/01-01,Supply and installation of small pits (P2) at any locations in other than Rock,Per pit," $	192.11 ",Supply and installation of small pits (P2) at any locations in other than Rock,45403

Lend Lease,Lend Lease - ODM,CW-02-01-02/01-01,Supply and installation of medium pits (P4 and P5) at any locations in other than Rock,Per pit," $	393.29 ",Supply and installation of medium pits (P4 and P5) at any locations in other than Rock,45403

Lend Lease,Lend Lease - ODM,CW-02-01-03/01-01,Supply and installation of large pits (P6 and P8) at any locations in other than Rock,Per pit," $	835.70 ",Supply and installation of large pits (P6 and P8) at any locations in other than Rock,45403

Lend Lease,Lend Lease - ODM,CW-02-01-04/01-01,Supply and installation of extra-large (P9) pits at any locations in other than Rock,Per pit," $	1451.08 ",Supply and installation of extra-large (P9) pits at any locations in other than Rock,45403

Lend Lease,Lend Lease - ODM,CW-02-01-05/01-01,Supply and install pit riser,Each pit riser," $	163.43 ",Supply and install pit riser,45403

Lend Lease,Lend Lease - ODM,CW-02-01-06/01-01,Supply and install pit lids,Each pit lids," $	58.17 ",Supply and install pit lids,45403

Lend Lease,Lend Lease - ODM,CW-02-01-08/01-01,Supply and install composite pit lids,Each pit lids," $	37.81 ",Supply and install composite pit lids,45403

Lend Lease,Lend Lease - ODM,CW-02-02-01/01-01,Extra over rate for the supply and installation of a pit in Rock,Per cubic metre," $	196.07 ",Extra over rate for the supply and installation of a pit in Rock,45403

Lend Lease,Lend Lease - ODM,CW-02-03-01/01-01,Removal and disposal of small (2 or 3) ACM Pit,Each ACM Pit," $	345.70 ",Removal and disposal of small (2 or 3) ACM Pit,45403

Lend Lease,Lend Lease - ODM,CW-02-03-02/01-01,Removal and disposal of medium (4) ACM Pit,Each ACM Pit," $	510.50 ",Removal and disposal of medium (4) ACM Pit,45403

Lend Lease,Lend Lease - ODM,CW-02-03-03/01-01,Removal and disposal of large (6 or 8) ACM Pit,Each ACM Pit," $	677.40 ",Removal and disposal of large (6 or 8) ACM Pit,45403

Lend Lease,Lend Lease - ODM,CW-02-03-04/01-01,Removal and disposal of extra large (9) ACM Pit,Each ACM Pit," $	934.77 ",Removal and disposal of extra large (9) ACM Pit,45403

Lend Lease,Lend Lease - ODM,CW-02-04-01/01-01,Remove and dispose of a single lid plastic pit,Each Pit," $	318.85 ",Remove and dispose of a single lid plastic pit,45403

Lend Lease,Lend Lease - ODM,CW-02-04-02/01-01,Remove and dispose of a double lid plastic pit,Each Pit," $	619.99 ",Remove and dispose of a double lid plastic pit,45403

Lend Lease,Lend Lease - ODM,CW-03-01-01/01-01,Core bore,Each core bore," $	114.77 ",Core bore,45403

Lend Lease,Lend Lease - ODM,CW-04-01-01/01-01,Installation only of single cable by direct buried techniques by any means,Per linear metre," $	15.01 ",Installation only of single cable by direct buried techniques by any means,45403

Lend Lease,Lend Lease - ODM,CW-04-02-01/01-01,Extra over for the installation of a single cable by direct buried techniques in Rock,Per linear metre," $	36.25 ",Extra over for the installation of a single cable by direct buried techniques in Rock,45403

Lend Lease,Lend Lease - ODM,CW-04-03-01/01-01,Supply and install marker posts for buried underground cable,Per marker post," $	65.44 ",Supply and install marker posts for buried underground cable,45403

Lend Lease,Lend Lease - ODM,CW-05-01-01/01-01,Identify and repair a damaged and blocked duct in any surface,Per blockage repaired," $	297.90 ",Identify and repair a damaged and blocked duct in any surface,45403

Lend Lease,Lend Lease - ODM,CW-05-01-02/01-01,Clear pipe blockage using high pressure water,Per blockage cleared," $	144.86 ",Clear pipe blockage using high pressure water,45403

Lend Lease,Lend Lease - ODM,CW-05-01-03/01-01,Extra over for the repair of a secondary damaged or blocked duct in any surface,Per blockage repaired," $	278.46 ",Extra over for the repair of a secondary damaged or blocked duct in any surface,45403

Lend Lease,Lend Lease - ODM,CW-06-01-01/01-01,Breakout concrete surface material,Per linear metre," $	65.48 ",Breakout concrete surface material,45403

Lend Lease,Lend Lease - ODM,CW-06-01-02/01-01,Breakout asphalt or bitumen,Per linear metre," $	59.63 ",Breakout asphalt or bitumen,45403

Lend Lease,Lend Lease - ODM,CW-06-01-03/01-01,Breakout paving material in CBD areas,Per linear metre," $	86.63 ",Breakout paving material in CBD areas,45403

Lend Lease,Lend Lease - ODM,CW-06-01-04/01-01,Breakout paving material in all areas other than CBD,Per linear metre," $	53.18 ",Breakout paving material in all areas other than CBD,45403

Lend Lease,Lend Lease - ODM,CW-06-02-01/01-01,Reinstate concrete surface material,Per linear metre," $	116.82 ",Reinstate concrete surface material,45403

Lend Lease,Lend Lease - ODM,CW-06-02-02/01-01,Reinstate asphalt or bitumen,Per linear metre," $	76.54 ",Reinstate asphalt or bitumen,45403

Lend Lease,Lend Lease - ODM,CW-06-02-03/01-01,Reinstate paving material in CBD areas,Per linear metre," $	97.77 ",Reinstate paving material in CBD areas,45403

Lend Lease,Lend Lease - ODM,CW-06-02-04/01-01,Reinstate paving material in all areas other than CBD,Per linear metre," $	87.69 ",Reinstate paving material in all areas other than CBD,45403

Lend Lease,Lend Lease - ODM,EA-01-01-01/01-01,Copper performance line testing,Per cable pair," $	74.92 ",Copper performance line testing,45403

Lend Lease,Lend Lease - ODM,EA-01-01-02/01-01,Line Testing Vacant Pairs,Per cable pair," $	9.54 ",Line Testing Vacant Pairs,45403

Lend Lease,Lend Lease - ODM,FB-01-01-01/01-01,Installation and preparation of a new fibre joint enclosure greater than 144 fibres,Per fibre joint enclosure," $	272.06 ",Installation and preparation of a new fibre joint enclosure greater than 144 fibres,45403

Lend Lease,Lend Lease - ODM,FB-01-01-02/01-01,Installation and preparation of a new fibre joint enclosure greater than 12 fibres and up to and including 144 fibres,Per fibre joint enclosure," $	185.74 ",Installation and preparation of a new fibre joint enclosure greater than 12 fibres and up to and including 144 fibres,45403

Lend Lease,Lend Lease - ODM,FB-01-01-03/01-01,Installation and preparation of a fibre joint enclosure up to and including 12 fibres,Per fibre joint enclosure," $	134.07 ",Installation and preparation of a fibre joint enclosure up to and including 12 fibres,45403

Lend Lease,Lend Lease - ODM,FB-01-01-04/01-01,Installation and preparation of Gator fibre joint enclosure,Per Gator fibre joint enclosure," $	140.26 ",Installation and preparation of Gator fibre joint enclosure,45403

Lend Lease,Lend Lease - ODM,FB-01-02-01/01-01,Prepare a fibre cable sheath greater than 144 fibres  to be connected to fibre joint enclosures,Per cable sheath," $	219.54 ",Prepare a fibre cable sheath greater than 144 fibres  to be connected to fibre joint enclosures,45403

Lend Lease,Lend Lease - ODM,FB-01-02-02/01-01,Prepare a fibre cable sheath greater 12 fibres and up to and including 144 fibres to be connected to fibre joint enclosures,Per cable sheath," $	122.78 ",Prepare a fibre cable sheath greater 12 fibres and up to and including 144 fibres to be connected to fibre joint enclosures,45403

Lend Lease,Lend Lease - ODM,FB-01-02-03/01-01,Prepare a 12 fibre cable to be connected to fibre joint enclosures,Per cable sheath," $	59.01 ",Prepare a 12 fibre cable to be connected to fibre joint enclosures,45403

Lend Lease,Lend Lease - ODM,FB-01-02-04/01-01,Prepare Single fibre cable sheath to be connected to fibre joint enclosures,Per cable sheath," $	45.63 ",Prepare Single fibre cable sheath to be connected to fibre joint enclosures,45403

Lend Lease,Lend Lease - ODM,FB-01-02-05/01-01,Lay up of cable sheaths,Per cable sheath," $	83.48 ",Lay up of cable sheaths,45403

Lend Lease,Lend Lease - ODM,FB-01-02-06/01-01,Prepare a loose tube fibre cable sheath greater than 144 fibres to be connected to fibre joint enclosures,Per cable sheath," $	299.54 ",Prepare a loose tube fibre cable sheath greater than 144 fibres to be connected to fibre joint enclosures,45403

Lend Lease,Lend Lease - ODM,FB-01-02-07/01-01,Prepare a loose tube fibre cable sheath greater 12 fibres and up to and including 144 fibres to be connected to fibre joint enclosures,Per cable sheath," $	205.71 ",Prepare a loose tube fibre cable sheath greater 12 fibres and up to and including 144 fibres to be connected to fibre joint enclosures,45403

Lend Lease,Lend Lease - ODM,FB-01-02-08/01-01,Prepare a loose tube 12 fibre cable to be connected to fibre joint enclosures,Per cable sheath," $	93.96 ",Prepare a loose tube 12 fibre cable to be connected to fibre joint enclosures,45403

Lend Lease,Lend Lease - ODM,FB-01-02-09/01-01,Prepare a loose tube Single fibre cable sheath to be connected to fibre joint enclosures,Per cable sheath," $	47.62 ",Prepare a loose tube Single fibre cable sheath to be connected to fibre joint enclosures,45403

Lend Lease,Lend Lease - ODM,FB-01-03-01/01-01,Re-entry into a fibre joint enclosure,Per fibre joint enclosure," $	82.37 ",Re-entry into a fibre joint enclosure,45403

Lend Lease,Lend Lease - ODM,FB-01-04-01/01-01,Installation of splitter within existing FDH / PDH cabinet,Per splitter," $	38.40 ",Installation of splitter within existing FDH / PDH cabinet,45403

Lend Lease,Lend Lease - ODM,FB-01-04-02/01-01,Installation of splitter within an existing BJL enclosure,Per splitter," $	73.15 ",Installation of splitter within an existing BJL enclosure,45403

Lend Lease,Lend Lease - ODM,FB-01-04-03/01-01,Installation of splitter within an existing FJL enclosure,Per splitter," $	85.24 ",Installation of splitter within an existing FJL enclosure,45403

Lend Lease,Lend Lease - ODM,FB-01-04-04/01-01,Installation of a splitter card output fibres to LFN ports within and existing FDH cabinet,Per Fibre," $	38.91 ",Installation of a splitter card output fibres to LFN ports within and existing FDH cabinet,45403

Lend Lease,Lend Lease - ODM,FB-01-04-05/01-01,Installation of a Fibre TV Splitter (TVS) within an FDH Cabinet,Per device," $	35.75 ",Installation of a Fibre TV Splitter (TVS) within an FDH Cabinet,45403

Lend Lease,Lend Lease - ODM,FB-01-04-06/01-01,Installation of a Fibre TV Splitter within a PDH enclosure,Per device," $	38.63 ",Installation of a Fibre TV Splitter within a PDH enclosure,45403

Lend Lease,Lend Lease - ODM,FB-02-01-01/01-01,Installation of multiport or splitter multiport in underground pit or manhole,Per multiport," $	29.83 ",Installation of multiport or splitter multiport in underground pit or manhole,45403

Lend Lease,Lend Lease - ODM,FB-02-01-02/01-01,Installation of multiport or splitter multiport on any pole,Per multiport," $	114.69 ",Installation of multiport or splitter multiport on any pole,45403

Lend Lease,Lend Lease - ODM,FB-02-01-03/01-01,Replacement or Upgrade of existing splitter multiport in underground pit or manhole,Per multiport," $	60.49 ",Replacement or Upgrade of existing splitter multiport in underground pit or manhole,45403

Lend Lease,Lend Lease - ODM,FB-02-01-04/01-01,Replacement or Upgrade of existing splitter multiport on any pole,Per multiport," $	173.28 ",Replacement or Upgrade of existing splitter multiport on any pole,45403

Lend Lease,Lend Lease - ODM,FB-03-01-01/01-01,Splicing of optic fibre ribbons,Per Ribbon Splice," $	19.24 ",Splicing of optic fibre ribbons,45403

Lend Lease,Lend Lease - ODM,FB-03-01-02/01-01,Splicing of single fibre,Per Fibre Splice," $	13.11 ",Splicing of single fibre,45403

Lend Lease,Lend Lease - ODM,FB-03-01-03/01-01,Splicing of loose tube fibre,Per Fibre Splice," $	12.29 ",Splicing of loose tube fibre,45403

Lend Lease,Lend Lease - ODM,FB-03-01-04/01-01,De ribbonise 12 fibre ribbon,Per ribbon," $	4.72 ",De ribbonise 12 fibre ribbon,45403

Lend Lease,Lend Lease - ODM,FB-04-02-01/01-01,Uni-directional OTDR Testing to the first fibre tested,Per fibre," $	18.56 ",Uni-directional OTDR Testing to the first fibre tested,45403

Lend Lease,Lend Lease - ODM,FB-04-02-02/01-01,Extra over for additional Uni-directional OTDR Testing,Per fibre," $	18.03 ",Extra over for additional Uni-directional OTDR Testing,45403

Lend Lease,Lend Lease - ODM,FB-04-02-03/01-01,Point to point DFL OTDR test to the first fibre tested,Per fibre," $	28.07 ",Point to point DFL OTDR test to the first fibre tested,45403

Lend Lease,Lend Lease - ODM,FB-04-02-04/01-01,Extra over for additional Point to point DFL OTDR test,Per fibre," $	13.65 ",Extra over for additional Point to point DFL OTDR test,45403

Lend Lease,Lend Lease - ODM,FB-04-02-05/01-01,Insertion loss testing to the first fibre tested,Per fibre," $	17.72 ",Insertion loss testing to the first fibre tested,45403

Lend Lease,Lend Lease - ODM,FB-04-02-06/01-01,Extra over for additional Insertion loss testing,Per fibre," $	16.76 ",Extra over for additional Insertion loss testing,45403

Lend Lease,Lend Lease - ODM,FB-04-02-07/01-01,Extra over rate for LFN / MTLFN insertion loss testing to the PCD,Per fibre," $	13.65 ",Extra over rate for LFN / MTLFN insertion loss testing to the PCD,45403

Lend Lease,Lend Lease - ODM,FB-04-02-08/01-01,PON Power Meter Test,Per fibre," $	15.70 ",PON Power Meter Test,45403

Lend Lease,Lend Lease - ODM,FB-04-02-09/01-01,End to end connectivity testing to the GPON NTD at customer premises,Per fibre," $	29.29 ",End to end connectivity testing to the GPON NTD at customer premises,45403

Lend Lease,Lend Lease - ODM,FB-04-02-10/01-01,End to end connectivity testing to SASK NTD at customer premises,Per fibre," $	29.29 ",End to end connectivity testing to SASK NTD at customer premises,45403

Lend Lease,Lend Lease - ODM,FB-05-02-01/01-01,Installation of a 12/24 way fibre patch panel within a customer premise environment,Per patch panel," $	57.79 ",Installation of a 12/24 way fibre patch panel within a customer premise environment,45403

Lend Lease,Lend Lease - ODM,FB-05-02-04/01-01,Installation of a 24 way HDODF patch panel within a HDODF or equivalent environment,Per patch panel," $	116.40 ",Installation of a 24 way HDODF patch panel within a HDODF or equivalent environment,45403

Lend Lease,Lend Lease - ODM,FB-05-02-05/01-01,Installation of a 72 way HDODF patch panel within a HDODF or equivalent environment,Per patch panel," $	155.21 ",Installation of a 72 way HDODF patch panel within a HDODF or equivalent environment,45403

Lend Lease,Lend Lease - ODM,FB-05-02-06/01-01,Installation of a 144 way HDODF patch panel within a HDODF or equivalent environment,Per patch panel," $	191.01 ",Installation of a 144 way HDODF patch panel within a HDODF or equivalent environment,45403

Lend Lease,Lend Lease - ODM,FB-05-03-01/01-01,Prepare and splice of a 12 fibre sheath within a customer premises environment,Per cable sheath," $	87.85 ",Prepare and splice of a 12 fibre sheath within a customer premises environment,45403

Lend Lease,Lend Lease - ODM,FB-05-03-02/01-01,Prepare and splice of a single fibre in a PIC cable,Per Fibre," $	32.57 ",Prepare and splice of a single fibre in a PIC cable,45403

Lend Lease,Lend Lease - ODM,FB-05-03-03/01-01,Supply and install patching cable within a HDODF or equivalent environment,Per patching cable," $	38.34 ",Supply and install patching cable within a HDODF or equivalent environment,45403

Lend Lease,Lend Lease - ODM,FB-05-03-06/01-01,Prepare and splice a fibre cable sheath greater than 144 fibres to be connected within a HDODF environment,Per cable sheath," $	262.25 ",Prepare and splice a fibre cable sheath greater than 144 fibres to be connected within a HDODF environment,45403

Lend Lease,Lend Lease - ODM,FB-05-03-07/01-01,Prepare and splice a fibre cable sheath greater 12 fibres and up to and including 144 fibres to be connected within a HDODF environment,Per cable sheath," $	134.24 ",Prepare and splice a fibre cable sheath greater 12 fibres and up to and including 144 fibres to be connected within a HDODF environment,45403

Lend Lease,Lend Lease - ODM,FB-05-03-08/01-01,Installation of an inline optical attenuator in conjunction with HDODF patching works,Per optical attenuator," $	48.87 ",Installation of an inline optical attenuator in conjunction with HDODF patching works,45403

Lend Lease,Lend Lease - ODM,FB-05-03-09/01-01,"Installation of an inline optical attenuator within the HDODF cabinet or equivalent rack environments as part of line balancing works for an FTTC DPU",Per optical attenuator," $	100.70 ","Installation of an inline optical attenuator within the HDODF cabinet or equivalent rack environments as part of line balancing works for an FTTC DPU",45403

Lend Lease,Lend Lease - ODM,FB-06-01-01/01-01,Removal of existing fibre joint enclosure,Per fibre joint enclosure," $	67.13 ",Removal of existing fibre joint enclosure,45403

Lend Lease,Lend Lease - ODM,FC-01-01-03/01-01,Installation and commissioning of a wall mounted DPU terminal device,Per DPU," $	59.94 ",Installation and commissioning of a wall mounted DPU terminal device,45403

Lend Lease,Lend Lease - ODM,FC-01-01-10/01-01,Installation and commissioning of an aerial DPU terminal device,Per DPU," $	101.67 ",Installation and commissioning of an aerial DPU terminal device,45403

Lend Lease,Lend Lease - ODM,FC-01-01-11/01-01,Installation and commissioning of a non-aerial DPU terminal device,Per DPU," $	43.83 ",Installation and commissioning of a non-aerial DPU terminal device,45403

Lend Lease,Lend Lease - ODM,FC-01-01-12/01-01,Removal of existing DPU,Per DPU," $	92.18 ",Removal of existing DPU,45403

Lend Lease,Lend Lease - ODM,FC-02-01-05/01-01,Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,Per DPU copper lead extension," $	124.56 ",Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,45403

Lend Lease,Lend Lease - ODM,FC-02-01-06/01-01,Supply and installation of DPU copper lead extension from DPU copper lead to a new or existing non-aerial mounted openable joint enclosure,Per DPU copper lead extension," $	98.39 ",Supply and installation of DPU copper lead extension from DPU copper lead to a new or existing non-aerial mounted openable joint enclosure,45403

Lend Lease,Lend Lease - ODM,FC-02-01-07/01-01,Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,Per DPU copper lead extension," $	93.10 ",Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,45403

Lend Lease,Lend Lease - ODM,FC-02-01-12/01-01,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,Per DPU copper lead high twist extension," $	122.18 ",Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,45403

Lend Lease,Lend Lease - ODM,FC-02-01-13/01-01,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing non-aerial mounted openable joint enclosure,Per DPU copper lead high twist extension," $	17.56 ",Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing non-aerial mounted openable joint enclosure,45403

Lend Lease,Lend Lease - ODM,FC-02-02-01/01-01,Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,Per aerial DPU copper lead jointed," $	98.00 ",Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,45403

Lend Lease,Lend Lease - ODM,FC-02-02-02/01-01,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure,Per DPU copper lead high twist extension," $	121.21 ",Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure,45403

Lend Lease,Lend Lease - ODM,FC-02-02-03/01-01,Removal of an existing terminal box joint enclosure or existing openable joint and installation of a new replacement openable joint enclosure,Per replaced enclosure," $	29.81 ",Removal of an existing terminal box joint enclosure or existing openable joint and installation of a new replacement openable joint enclosure,45403

Lend Lease,Lend Lease - ODM,FC-02-02-04/01-01,Installation of a copper tie cable for interconnection between two new or existing openable joint enclosures or terminal box joint enclosures,Per copper tie cable," $	42.76 ",Installation of a copper tie cable for interconnection between two new or existing openable joint enclosures or terminal box joint enclosures,45403

Lend Lease,Lend Lease - ODM,FC-02-03-01/01-01,Installation of a new non-aerial openable joint enclosure,"Per new non-aerial openable joint enclosure"," $	98.00 ",Installation of a new non-aerial openable joint enclosure,45403

Lend Lease,Lend Lease - ODM,FC-02-03-02/01-01,Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,Per DPU copper lead jointed," $	29.81 ",Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,45403

Lend Lease,Lend Lease - ODM,FC-02-03-03/01-01,Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,Per DPU copper lead jointed," $	42.76 ",Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,45403

Lend Lease,Lend Lease - ODM,FC-02-03-04/01-01,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,Per DPU copper lead high twist extension," $	93.10 ",Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,45403

Lend Lease,Lend Lease - ODM,FC-02-03-05/01-01,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing non-aerial openable joint enclosure,Per DPU copper lead high twist extension," $	129.11 ",Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing non-aerial openable joint enclosure,45403

Lend Lease,Lend Lease - ODM,FC-02-03-06/01-01,Extra over for the Installation of a 2 pair copper cut-in loop to existing lead sheath copper lead-in,Per 2pair loop," $	93.21 ",Extra over for the Installation of a 2 pair copper cut-in loop to existing lead sheath copper lead-in,45403

Lend Lease,Lend Lease - ODM,FC-03-01-01/01-01,Existing copper drop sheath validation,Per existing copper drop sheath validated," $	31.90 ",Existing copper drop sheath validation,45403

Lend Lease,Lend Lease - ODM,FC-03-01-02/01-01,Existing Copper drop sheath validation for Serviceability for Missed Lead-ins,Per existing copper drop sheath validated," $	28.96 ",Existing Copper drop sheath validation for Serviceability for Missed Lead-ins,45403

Lend Lease,Lend Lease - ODM,HF-01-01-01/01-01,Installation of aerial bridger amplifier in new network,Per bridger amplifier," $	225.65 ",Installation of aerial bridger amplifier in new network,45403

Lend Lease,Lend Lease - ODM,HF-01-01-02/01-01,Installation of aerial bridger amplifier in existing network,Per bridger amplifier," $	225.65 ",Installation of aerial bridger amplifier in existing network,45403

Lend Lease,Lend Lease - ODM,HF-01-01-03/01-01,Installation of aerial line-extender amplifier in new network,Per line-extender amplifier," $	166.44 ",Installation of aerial line-extender amplifier in new network,45403

Lend Lease,Lend Lease - ODM,HF-01-01-04/01-01,Installation of aerial line-extender amplifier to existing network,Per line-extender amplifier," $	170.29 ",Installation of aerial line-extender amplifier to existing network,45403

Lend Lease,Lend Lease - ODM,HF-01-01-05/01-01,"Installation of aerial directional coupler, network splitter, line equaliser or line power inserter in new network",Per coupler or network splitter or line power inserter," $	124.89 ","Installation of aerial directional coupler, network splitter, line equaliser or line power inserter in new network",45403

Lend Lease,Lend Lease - ODM,HF-01-01-06/01-01,"Installation of aerial mounted directional coupler, network splitter, line equaliser or line power inserter in existing network",Per coupler or network splitter or line power inserter," $	145.58 ","Installation of aerial mounted directional coupler, network splitter, line equaliser or line power inserter in existing network",45403

Lend Lease,Lend Lease - ODM,HF-01-01-07/01-01,Installation of aerial line power supply in new network,Per line power supply," $	1882.36 ",Installation of aerial line power supply in new network,45403

Lend Lease,Lend Lease - ODM,HF-01-01-08/01-01,Installation of aerial line power supply in existing network,Per line power supply," $	1882.36 ",Installation of aerial line power supply in existing network,45403

Lend Lease,Lend Lease - ODM,HF-01-01-09/01-01,Installation of pedestal mounted line power supply in new network,Per line power supply," $	3340.96 ",Installation of pedestal mounted line power supply in new network,45403

Lend Lease,Lend Lease - ODM,HF-01-01-10/01-01,Installation of pedestal mounted line power supply in existing network,Per line power supply," $	3340.96 ",Installation of pedestal mounted line power supply in existing network,45403

Lend Lease,Lend Lease - ODM,HF-01-01-11/01-01,Installation of aerial tap in new network,Per tap," $	110.47 ",Installation of aerial tap in new network,45403

Lend Lease,Lend Lease - ODM,HF-01-01-12/01-01,Installation of aerial tap in existing network,Per tap," $	143.89 ",Installation of aerial tap in existing network,45403

